MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA
MERCEDES-BENZ,GLC-CLASS,2022,SUV,MPV,4WD,1,,Uni-Body,5,"1,3,4,5,6",-,5070.0,5690.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,1,,"1,3,4,5,6",-,,Optional, ,,,Standard,"1,3,4,6",Standard,Standard, , ,Standard,Standard,,Optional,No,,Standard,,,Standard,Standard,,,Optional,Torso,"4,6",Rear Fender,5.0,11298.0,W1N0G8EB4MF870950,5.0,5.0,,,,,5.0,4024.0,"FRONTAL AIR BAG,KNEE AIR BAG",,,,,,,,,,,,,,,10190.0,WDC0G4JB9JV020233,5.0,5.0,5.0,5.0,5.0,,,,These ratings do not apply to vehicles with optional rear seat torso airbags.,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,10194.0,WDC0G4JB7JV023731,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.185,1.2,No Tip,,,4.0,,
MERCEDES-BENZ,GLC-CLASS,2022,SUV,MPV,RWD,1,,Uni-Body,5,"1,3,4,5,6",-,5070.0,5690.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,1,,"1,3,4,5,6",-,,Optional, ,,,Standard,"1,3,4,6",Standard,Standard, , ,Standard,Standard,,Optional,No,,Standard,,,Standard,Standard,,,Optional,Torso,"4,6",Rear Fender,5.0,11298.0,W1N0G8EB4MF870950,5.0,5.0,,,,,5.0,4024.0,"FRONTAL AIR BAG,KNEE AIR BAG",,,,,,,,,,,,,,,10190.0,WDC0G4JB9JV020233,5.0,5.0,5.0,5.0,5.0,,,,These ratings do not apply to vehicles with optional rear seat torso airbags.,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,10194.0,WDC0G4JB7JV023731,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.185,1.2,No Tip,,,4.0,,
MERCEDES-BENZ,GLE-CLASS,2022,SUV,MPV,4WD,1,,Uni-Body,5 or 7,"1,3,4,5,6,7,9",optional with 3rd seat row,6060.0,7070.0,Standard,"1,3",Standard,"1,3,4,6,7,9",Standard,"1,3,4,6,7,9",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6,7,9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,1,,"1,3,4,5,6,7,9",-,,Optional, ,,,Standard,"1,3,4,6",Standard,Standard, , ,Standard,Standard,,Optional,No,,Standard,No,,Standard,No,,,Optional,Torso,"4,6",Rear Fender,5.0,11377.0,4JGFB4KB6MA320655,5.0,5.0,,,,,5.0,4697.0,"FRONTAL AIR BAG,KNEE AIR BAG",,,,,,,,,,,,,,,11376.0,4JGFB4JB3MA327449,5.0,5.0,5.0,5.0,5.0,,,These ratings do not apply to vehicles equipped with rear seat torso air bags or equipped with front seat PRE-SAFE side air bags. These ratings also do not apply to vehicles with seats in the third row.,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,11375.0,4JGFB4JBXMA350257,5.0,,These ratings do not apply to vehicles with front seat PRE-SAFE side air bags. These ratings also do not apply to vehicles with seats in the third row.  ,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.155,1.26,No Tip,,,4.0,,
MERCEDES-BENZ,GLE-CLASS,2022,SUV,MPV,RWD,1,,Uni-Body,5 or 7,"1,3,4,5,6,7,9",optional with 3rd seat row,6060.0,7070.0,Standard,"1,3",Standard,"1,3,4,6,7,9",Standard,"1,3,4,6,7,9",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6,7,9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,1,,"1,3,4,5,6,7,9",-,,Optional, ,,,Standard,"1,3,4,6",Standard,Standard, , ,Standard,Standard,,Optional,No,,Standard,No,,Standard,No,,,Optional,Torso,"4,6",Rear Fender,5.0,11377.0,4JGFB4KB6MA320655,5.0,5.0,,,,,5.0,4697.0,"FRONTAL AIR BAG,KNEE AIR BAG",,,,,,,,,,,,,,,11376.0,4JGFB4JB3MA327449,5.0,5.0,5.0,5.0,5.0,,,These ratings do not apply to vehicles equipped with rear seat torso air bags or equipped with front seat PRE-SAFE side air bags. These ratings also do not apply to vehicles with seats in the third row.,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,11375.0,4JGFB4JBXMA350257,5.0,,These ratings do not apply to vehicles with front seat PRE-SAFE side air bags. These ratings also do not apply to vehicles with seats in the third row.  ,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.169,1.23,No Tip,,,4.0,,
MITSUBISHI,ECLIPSE CROSS,2022,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",,4630.0,4630.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,No,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,1,,"1,3,5,4,6",,,Optional, ,,,,,Optional,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,No,,, , , , ,5.0,11591.0,JA4ATUAA7NZ002125,4.0,4.0,,,,,4.0,3414.0,,244.763,25.516,818.67,1442.079,0.39,1887.304,146.84,215.107,18.186,1473.227,882.15,0.4,810.954,242.499,10835.0,JA4AS3AA7LZ005567,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",144.695,11.705,683.979,1298.925,162.101,2064.259,10834.0,JA4AS3AA0LZ005636,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",357.644,2766.826,0.185,1.2,No Tip,,,4.0,,
MITSUBISHI,ECLIPSE CROSS,2022,SUV,MPV,FWD,1,,Uni-Body,5,"1,3,4,5,6",,4630.0,4630.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,No,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,1,,"1,3,5,4,6",,,Optional, ,,,,,Optional,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,No,,, , , , ,5.0,11591.0,JA4ATUAA7NZ002125,4.0,4.0,,,,,4.0,3414.0,,244.763,25.516,818.67,1442.079,0.39,1887.304,146.84,215.107,18.186,1473.227,882.15,0.4,810.954,242.499,10835.0,JA4AS3AA7LZ005567,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",144.695,11.705,683.979,1298.925,162.101,2064.259,10834.0,JA4AS3AA0LZ005636,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",357.644,2766.826,0.185,1.2,No Tip,,,4.0,,
MITSUBISHI,OUTLANDER PHEV,2022,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",,5269.0,5269.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,1,,"1,3,5,4,6",,,Optional, ,,,,,,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,No,,, , , , ,5.0,10638.0,JA4J24A53JZ043299,4.0,4.0,,,,,4.0,4248.0,"FRONTAL AIR BAG,KNEE AIR BAG",187.248,26.034,2458.646,1966.694,0.37,1799.285,437.372,237.547,19.51,1672.572,2034.146,0.38,800.401,719.485,10636.0,JA4J24A56JZ063854,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",128.398,15.991,396.334,1234.62,275.786,1726.955,10637.0,JA4J24A52JZ059588,4.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",367.088,4300.88,0.137,1.3091,No Tip,,,4.0,,
MITSUBISHI,OUTLANDER SPORT,2022,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",,4343.0,4343.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,1,,"1,3,4,5,6",,,Optional, ,,,,,,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,No,,, , , , ,4.0,7734.0,JA4AR4AU2CZ001826,4.0,4.0,,,,,4.0,0.0,"FRONTAL AIR BAG,KNEE AIR BAG",207.987,24.764,1486.935,2272.851,0.29,1831.199,398.897,251.282,15.629,1751.335,2198.482,0.43,982.713,404.187,8784.0,4A4AP3AU0EE027396,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",162.967,9.345,724.604,2306.239,349.133,3530.496,8785.0,4A4AP3AU9EE028711,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",364.533,3592.394,0.169,1.23,No Tip,,,4.0,,
MITSUBISHI,OUTLANDER SPORT,2022,SUV,MPV,FWD,1,,Uni-Body,5,"1,3,4,5,6",,4343.0,4343.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,1,,"1,3,4,5,6",,,Optional, ,,,,,,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,No,,, , , , ,4.0,7734.0,JA4AR4AU2CZ001826,4.0,4.0,,,,,4.0,0.0,"FRONTAL AIR BAG,KNEE AIR BAG",207.987,24.764,1486.935,2272.851,0.29,1831.199,398.897,251.282,15.629,1751.335,2198.482,0.43,982.713,404.187,8784.0,4A4AP3AU0EE027396,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",162.967,9.345,724.604,2306.239,349.133,3530.496,8785.0,4A4AP3AU9EE028711,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",364.533,3592.394,0.191,1.19,No Tip,,,4.0,,
NISSAN,KICKS,2022,SUV,PC,FWD,1,,Uni-Body,5,"1,3,4,5,6",,3660.0,3660.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1, 3, 4, 5, 6",,"4,6",Standard,Curtain,"1,3,4,6",Roof,No,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1, 3, 4, 6",,,Standard, ,,,,,Optional,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,4.0,11264.0,3N1CP5BV3LL531122,4.0,3.0,,,,,4.0,2697.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",191.115,25.282,1525.192,1386.768,0.32,1661.756,120.762,325.93,16.213,1646.21,931.932,0.79,1745.89,612.663,10995.0,3N1CP5BV2LL484746,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",138.94,23.837,766.361,1542.298,317.462,2297.782,10996.0,3N1CP5BV1LL484754,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",217.733,2378.758,0.155,1.26,No Tip,,,4.0,,
NISSAN,MURANO,2022,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",,,,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1, 3, 4, 6",,,Standard, ,,, ,,Optional,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,,,Standard,,,, , , , ,5.0,10675.0,5N1AZ2MS2KN106548,5.0,5.0,,,,,5.0,3936.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",341.873,20.372,1075.027,1137.913,0.28,994.376,151.823,266.022,17.317,751.19,1052.148,0.25,552.046,344.802,10674.0,5N1AZ2MJ4KN103996,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",100.718,21.563,585.734,1742.542,147.813,1331.08,10677.0,5N1AZ2MJ1KN106306,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",439.194,2631.069,0.151,1.27,No Tip,,,4.0,,
NISSAN,MURANO,2022,SUV,MPV,FWD,1,,Uni-Body,5,"1,3,4,5,6",,,,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1, 3, 4, 6",,,Standard, ,,, ,,Optional,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,,,Standard,,,, , , , ,5.0,10675.0,5N1AZ2MS2KN106548,5.0,5.0,,,,,5.0,3936.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",341.873,20.372,1075.027,1137.913,0.28,994.376,151.823,266.022,17.317,751.19,1052.148,0.25,552.046,344.802,10674.0,5N1AZ2MJ4KN103996,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",100.718,21.563,585.734,1742.542,147.813,1331.08,10677.0,5N1AZ2MJ1KN106306,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",439.194,2631.069,0.159,1.25,No Tip,,,4.0,,
NISSAN,PATHFINDER,2022,SUV,MPV,AWD,1,,Uni-Body,7 or 8,"1,3,4,5,6,7,8,9",,5913.0,5913.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6,7,8,9",,"4,5,6",Standard,Curtain,"1,3,4,6,7,9",Roof,TBD,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1,3,4,6,7,9",,,TBD, ,,,,,Optional,Standard, , ,TBD,Standard,,TBD,Standard,,TBD,Standard,,TBD,Standard,,,Standard,Torso/Pelvis,"1,3,4,6",Seat,5.0,14086.0,5N1DR3BD8NC239595,4.0,4.0,,,,,4.0,4567.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14089.0,5N1DR3BAXNC244822,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14088.0,5N1DR3BA7NC238556,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.155,1.26,No Tip,,,4.0,,
NISSAN,ROGUE,2022,SUV,MPV,AWD,2,,Uni-Body,5 or 7,"1,3,4,5,6 or 1,3,4,5,6,7,9",Optional 3rd row,4486.0,4619.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4, 5, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1, 3, 4, 5, 6",,,Standard, ,,, ,,Optional,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,5.0,14081.0,5N1BT3AB3NC685338,4.0,4.0,,,"These ratings apply to vehicles produced on or after March 4, 2022 by Nissan?s Smyrna Tennessee plant, and those produced on or after April 14, 2022 by Nissan?s Kyushu Japan plant",,4.0,3608.0,,261.467,30.549,311.676,1041.32,0.33,1793.48,239.641,318.584,14.691,2139.03,1389.51,0.37,858.294,458.879,11352.0,JN8AT3AA4MW000174,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",95.482,9.15,441.058,1509.93,160.845,2282.62,11344.0,JN8AT3AA1MW000200,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",161.607,1770.26,0.179,1.21,No Tip, , ,4.0,,
NISSAN,ROGUE,2022,SUV,MPV,AWD,1,,Uni-Body,5 or 7,"1,3,4,5,6 or 1,3,4,5,6,7,9",Optional 3rd row,4486.0,4619.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4, 5, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1, 3, 4, 5, 6",,,Standard, ,,, ,,Optional,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,4.0,11575.0,5N1AT3AB9MC698167,4.0,4.0,,,"These ratings apply to vehicles produced before March 4, 2022 by Nissan?s Smyrna Tennessee plant, and those produced before April 13, 2022 by Nissan?s Kyushu Japan plant",,4.0,3522.0,"FRONTAL AIR BAG,KNEE AIR BAG",,,,,,,,,,,,,,,11352.0,JN8AT3AA4MW000174,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,11344.0,JN8AT3AA1MW000200,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.179,1.21,No Tip,,,4.0,,
NISSAN,ROGUE,2022,SUV,MPV,FWD,1,,Uni-Body,5 or 7,"1,3,4,5,6 or 1,3,4,5,6,7,9",Optional 3rd row,4486.0,4619.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4, 5, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1, 3, 4, 5, 6",,,Standard, ,,, ,,Optional,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,4.0,11575.0,5N1AT3AB9MC698167,4.0,4.0,,,"These ratings apply to vehicles produced before March 4, 2022 by Nissan?s Smyrna Tennessee plant, and those produced before April 13, 2022 by Nissan?s Kyushu Japan plant",,4.0,3522.0,"FRONTAL AIR BAG,KNEE AIR BAG",,,,,,,,,,,,,,,11352.0,JN8AT3AA4MW000174,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,11344.0,JN8AT3AA1MW000200,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.179,1.21,No Tip,,,4.0,,
NISSAN,ROGUE,2022,SUV,MPV,FWD,2,,Uni-Body,5 or 7,"1,3,4,5,6 or 1,3,4,5,6,7,9",Optional 3rd row,4486.0,4619.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4, 5, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1, 3, 4, 5, 6",,,Standard, ,,, ,,Optional,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,5.0,14081.0,5N1BT3AB3NC685338,4.0,4.0,,,"These ratings apply to vehicles produced on or after March 4, 2022 by Nissan?s Smyrna Tennessee plant, and those produced on or after April 14, 2022 by Nissan?s Kyushu Japan plant",,4.0,3608.0,,261.467,30.549,311.676,1041.32,0.33,1793.48,239.641,318.584,14.691,2139.03,1389.51,0.37,858.294,458.879,11352.0,JN8AT3AA4MW000174,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",95.482,9.15,441.058,1509.93,160.845,2282.62,11344.0,JN8AT3AA1MW000200,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",161.607,1770.26,0.179,1.21,No Tip, , ,4.0,,
NISSAN,ROGUE SPORT,2022,SUV,PC,AWD,1,,Uni-Body,5,"1,3,4,5,6",,,,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1,3,4,5,6",,,Standard, ,,, ,,Standard,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,,,Standard,,,, , , , ,5.0,11496.0,JN1BJ1AW9MW422109,4.0,5.0,,,,,4.0,0.0,"FRONTAL AIRBAG,KNEE AIR BAG",398.799,23.444,1182.41,1238.3,0.34,1552.75,471.712,131.984,12.686,1454.88,2534.7,0.35,839.64,152.449,14219.0,JN1BJ1BV2NW344313,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",90.66,32.664,525.321,1816.37,221.547,2193.57,14220.0,JN1BJ1BV7NW344369,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",280.458,2195.48,0.143,1.29,No Tip,,,4.0,,
NISSAN,ROGUE SPORT,2022,SUV,PC,FWD,1,,Uni-Body,5,"1,3,4,5,6",,,,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1,3,4,5,6",,,Standard, ,,, ,,Standard,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,,,Standard,,,, , , , ,4.0,11496.0,JN1BJ1AW9MW422109,4.0,5.0,,,,,4.0,0.0,"FRONTAL AIRBAG,KNEE AIR BAG",398.799,23.444,1182.41,1238.3,0.34,1552.75,471.712,131.984,12.686,1454.88,2534.7,0.35,839.64,152.449,14219.0,JN1BJ1BV2NW344313,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",90.66,32.664,525.321,1816.37,221.547,2193.57,14220.0,JN1BJ1BV7NW344369,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",280.458,2195.48,0.159,1.25,No Tip,,,4.0,,
SUBARU,ASCENT,2022,SUV,MPV,AWD,1,,Uni-Body,7 or 8,"1,3,4,6,7,8,9 or 1,3,4,5,6,7,8,9",,6000.0,6000.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8,9",,"4,6,7",Standard,Curtain,"1,3,4,6,7,9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,1,,"1,3,4,5,6,7,8,9",,,Optional, ,,,Standard,"1,3",Optional,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,5.0,10391.0,4S4WMAADXK3401011,5.0,5.0,,,,,5.0,4422.0,"FRONTAL AIR BAG,KNEE AIR BAG",190.134,20.026,707.914,1298.651,0.21,1017.735,36.09,209.874,16.853,154.658,131.402,0.33,877.247,691.907,10390.0,4S4WMAAD8K3408748,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",37.298,13.01,324.102,1218.264,80.987,1537.85,10389.0,4S4WMAAD0K3401874,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",148.518,2834.547,0.17,1.2274,No Tip,,,4.0,,
